FullName,DirectoryName,Name,category,category_name,title,slug,price,compare_at_price,badge,ref_code,height_cm,width_cm,short_description,description,seo_title,seo_description,alt_text,image_filename,source_full_path,stock_qty,is_active,is_in_stock,material,colour_finish,specifications
C:\Dev\ram-potteey-ecom\public\product-images-optimized\clay-monkey-souvenir-rs-250-rf-10075-h-13cm.webp,C:\Dev\ram-potteey-ecom\public\product-images-optimized,clay-monkey-souvenir-rs-250-rf-10075-h-13cm.webp,Clay Souvenier,Clay Souvenir,Clay Monkey Souvenir,clay-monkey-souvenir,250,313,Best Deal,,13,,"Handcrafted natural clay piece from Ram Pottery Mauritius, ideal for gifting, home styling, verandas, resorts, boutiques and Mauritian artisan décor.","Clay Monkey Souvenir is a charming handmade clay souvenir from Ram Pottery Mauritius, perfect for gifting and celebrating local artisan craftsmanship.

This piece is ideal for gifting, home styling, verandas, resorts, boutiques and Mauritian artisan décor. Each item carries the natural charm of handmade pottery, with small variations in tone, texture and finish that make every product unique. It is a beautiful choice for customers looking for authentic Mauritian craftsmanship, meaningful gifts, traditional pieces and elegant décor.

Specifications:
- Category: Clay Souvenir
- Material: Natural clay
- Colour/finish: Natural earthy clay tone
- Approximate size: H 13 cm
- Price: Rs 250
- Origin: Ram Pottery Mauritius
- Care: Handle with care; wipe gently with a soft cloth; avoid sudden impact or harsh cleaning chemicals.",Clay Monkey Souvenir | Handmade Pottery Mauritius,"Buy Clay Monkey Souvenir from Ram Pottery Mauritius. Handmade natural clay for clay souvenir, décor, gifting and traditional use. Rs 250.",Clay Monkey Souvenir - Clay Souvenir handmade by Ram Pottery Mauritius,clay-monkey-souvenir-rs-250-rf-10075-h-13cm.webp,C:\Dev\ram-potteey-ecom\public\product-images-optimized\clay-monkey-souvenir-rs-250-rf-10075-h-13cm.webp,1000,TRUE,TRUE,Natural clay,Natural earthy clay tone,Category: Clay Souvenir | Material: Natural clay | Colour/finish: Natural earthy clay tone | Size: H 13 cm | Stock: 1000
C:\Dev\ram-potteey-ecom\public\product-images-optimized\clay-monkey-souvenir-rs-500-rf-10074-h19cm.webp,C:\Dev\ram-potteey-ecom\public\product-images-optimized,clay-monkey-souvenir-rs-500-rf-10074-h19cm.webp,Clay Souvenier,Clay Souvenir,Clay Monkey Souvenir,clay-monkey-souvenir-2,500,625,Best Deal,,19,,"Handcrafted natural clay piece from Ram Pottery Mauritius, ideal for gifting, home styling, verandas, resorts, boutiques and Mauritian artisan décor.","Clay Monkey Souvenir is a charming handmade clay souvenir from Ram Pottery Mauritius, perfect for gifting and celebrating local artisan craftsmanship.

This piece is ideal for gifting, home styling, verandas, resorts, boutiques and Mauritian artisan décor. Each item carries the natural charm of handmade pottery, with small variations in tone, texture and finish that make every product unique. It is a beautiful choice for customers looking for authentic Mauritian craftsmanship, meaningful gifts, traditional pieces and elegant décor.

Specifications:
- Category: Clay Souvenir
- Material: Natural clay
- Colour/finish: Natural earthy clay tone
- Approximate size: H 19 cm
- Price: Rs 500
- Origin: Ram Pottery Mauritius
- Care: Handle with care; wipe gently with a soft cloth; avoid sudden impact or harsh cleaning chemicals.",Clay Monkey Souvenir | Handmade Pottery Mauritius,"Buy Clay Monkey Souvenir from Ram Pottery Mauritius. Handmade natural clay for clay souvenir, décor, gifting and traditional use. Rs 500.",Clay Monkey Souvenir - Clay Souvenir handmade by Ram Pottery Mauritius,clay-monkey-souvenir-rs-500-rf-10074-h19cm.webp,C:\Dev\ram-potteey-ecom\public\product-images-optimized\clay-monkey-souvenir-rs-500-rf-10074-h19cm.webp,1000,TRUE,TRUE,Natural clay,Natural earthy clay tone,Category: Clay Souvenir | Material: Natural clay | Colour/finish: Natural earthy clay tone | Size: H 19 cm | Stock: 1000
C:\Dev\ram-potteey-ecom\public\product-images-optimized\clay-wind-chime-ref-bl13-10229-rs-975-h65cm.webp,C:\Dev\ram-potteey-ecom\public\product-images-optimized,clay-wind-chime-ref-bl13-10229-rs-975-h65cm.webp,Clay Wind chime,Clay Wind Chime,Clay Wind Chime 10229 Ref BL13,clay-wind-chime-10229-ref-bl13,975,1219,,BL13,65,,"Handcrafted natural clay piece from Ram Pottery Mauritius, ideal for gifting, home styling, verandas, resorts, boutiques and Mauritian artisan décor.","Clay Wind Chime 10229 Ref BL13 is a handmade clay wind chime from Ram Pottery Mauritius, crafted to add soft movement, natural texture and artisanal charm to your space.

This piece is ideal for gifting, home styling, verandas, resorts, boutiques and Mauritian artisan décor. Each item carries the natural charm of handmade pottery, with small variations in tone, texture and finish that make every product unique. It is a beautiful choice for customers looking for authentic Mauritian craftsmanship, meaningful gifts, traditional pieces and elegant décor.

Specifications:
- Category: Clay Wind Chime
- Material: Natural clay
- Colour/finish: Natural earthy clay tone
- Reference code: BL13
- Approximate size: H 65 cm
- Price: Rs 975
- Origin: Ram Pottery Mauritius
- Care: Handle with care; wipe gently with a soft cloth; avoid sudden impact or harsh cleaning chemicals.",Clay Wind Chime 10229 Ref BL13 | Handmade Pottery Mauritius,"Buy Clay Wind Chime 10229 Ref BL13 from Ram Pottery Mauritius. Handmade natural clay for clay wind chime, décor, gifting and traditional use. Ref BL13. Rs 975.",Clay Wind Chime 10229 Ref BL13 - Clay Wind Chime handmade by Ram Pottery Mauritius,clay-wind-chime-ref-bl13-10229-rs-975-h65cm.webp,C:\Dev\ram-potteey-ecom\public\product-images-optimized\clay-wind-chime-ref-bl13-10229-rs-975-h65cm.webp,1000,TRUE,TRUE,Natural clay,Natural earthy clay tone,Category: Clay Wind Chime | Material: Natural clay | Colour/finish: Natural earthy clay tone | Reference: BL13 | Size: H 65 cm | Stock: 1000
C:\Dev\ram-potteey-ecom\public\product-images-optimized\clay-wind-chime-rs-425-ref-bl6-10281-h-40cm.webp,C:\Dev\ram-potteey-ecom\public\product-images-optimized,clay-wind-chime-rs-425-ref-bl6-10281-h-40cm.webp,Clay Wind chime,Clay Wind Chime,Clay Wind Chime 10281 Ref BL6,clay-wind-chime-10281-ref-bl6,425,532,Best Deal,BL6,40,,"Handcrafted natural clay piece from Ram Pottery Mauritius, ideal for gifting, home styling, verandas, resorts, boutiques and Mauritian artisan décor.","Clay Wind Chime 10281 Ref BL6 is a handmade clay wind chime from Ram Pottery Mauritius, crafted to add soft movement, natural texture and artisanal charm to your space.

This piece is ideal for gifting, home styling, verandas, resorts, boutiques and Mauritian artisan décor. Each item carries the natural charm of handmade pottery, with small variations in tone, texture and finish that make every product unique. It is a beautiful choice for customers looking for authentic Mauritian craftsmanship, meaningful gifts, traditional pieces and elegant décor.

Specifications:
- Category: Clay Wind Chime
- Material: Natural clay
- Colour/finish: Natural earthy clay tone
- Reference code: BL6
- Approximate size: H 40 cm
- Price: Rs 425
- Origin: Ram Pottery Mauritius
- Care: Handle with care; wipe gently with a soft cloth; avoid sudden impact or harsh cleaning chemicals.",Clay Wind Chime 10281 Ref BL6 | Handmade Pottery Mauritius,"Buy Clay Wind Chime 10281 Ref BL6 from Ram Pottery Mauritius. Handmade natural clay for clay wind chime, décor, gifting and traditional use. Ref BL6. Rs 425.",Clay Wind Chime 10281 Ref BL6 - Clay Wind Chime handmade by Ram Pottery Mauritius,clay-wind-chime-rs-425-ref-bl6-10281-h-40cm.webp,C:\Dev\ram-potteey-ecom\public\product-images-optimized\clay-wind-chime-rs-425-ref-bl6-10281-h-40cm.webp,1000,TRUE,TRUE,Natural clay,Natural earthy clay tone,Category: Clay Wind Chime | Material: Natural clay | Colour/finish: Natural earthy clay tone | Reference: BL6 | Size: H 40 cm | Stock: 1000
C:\Dev\ram-potteey-ecom\public\product-images-optimized\clay-wind-chime-rs-825-ref-bl11-10239-h60cm.webp,C:\Dev\ram-potteey-ecom\public\product-images-optimized,clay-wind-chime-rs-825-ref-bl11-10239-h60cm.webp,Clay Wind chime,Clay Wind Chime,Clay Wind Chime 10239 Ref BL11,clay-wind-chime-10239-ref-bl11,825,1032,,BL11,60,,"Handcrafted natural clay piece from Ram Pottery Mauritius, ideal for gifting, home styling, verandas, resorts, boutiques and Mauritian artisan décor.","Clay Wind Chime 10239 Ref BL11 is a handmade clay wind chime from Ram Pottery Mauritius, crafted to add soft movement, natural texture and artisanal charm to your space.

This piece is ideal for gifting, home styling, verandas, resorts, boutiques and Mauritian artisan décor. Each item carries the natural charm of handmade pottery, with small variations in tone, texture and finish that make every product unique. It is a beautiful choice for customers looking for authentic Mauritian craftsmanship, meaningful gifts, traditional pieces and elegant décor.

Specifications:
- Category: Clay Wind Chime
- Material: Natural clay
- Colour/finish: Natural earthy clay tone
- Reference code: BL11
- Approximate size: H 60 cm
- Price: Rs 825
- Origin: Ram Pottery Mauritius
- Care: Handle with care; wipe gently with a soft cloth; avoid sudden impact or harsh cleaning chemicals.",Clay Wind Chime 10239 Ref BL11 | Handmade Pottery Mauritius,"Buy Clay Wind Chime 10239 Ref BL11 from Ram Pottery Mauritius. Handmade natural clay for clay wind chime, décor, gifting and traditional use. Ref BL11. Rs 825.",Clay Wind Chime 10239 Ref BL11 - Clay Wind Chime handmade by Ram Pottery Mauritius,clay-wind-chime-rs-825-ref-bl11-10239-h60cm.webp,C:\Dev\ram-potteey-ecom\public\product-images-optimized\clay-wind-chime-rs-825-ref-bl11-10239-h60cm.webp,1000,TRUE,TRUE,Natural clay,Natural earthy clay tone,Category: Clay Wind Chime | Material: Natural clay | Colour/finish: Natural earthy clay tone | Reference: BL11 | Size: H 60 cm | Stock: 1000
C:\Dev\ram-potteey-ecom\public\product-images-optimized\clay-window-toran-ref-10323-rs-750.webp,C:\Dev\ram-potteey-ecom\public\product-images-optimized,clay-window-toran-ref-10323-rs-750.webp,Clay Wind chime,Clay Wind Chime,Clay Window Toran Ref 10323,clay-window-toran-ref-10323,750,938,Best Deal,10323,,,"Handcrafted natural clay piece from Ram Pottery Mauritius, ideal for gifting, home styling, verandas, resorts, boutiques and Mauritian artisan décor.","Clay Window Toran Ref 10323 is a handmade clay wind chime from Ram Pottery Mauritius, crafted to add soft movement, natural texture and artisanal charm to your space.

This piece is ideal for gifting, home styling, verandas, resorts, boutiques and Mauritian artisan décor. Each item carries the natural charm of handmade pottery, with small variations in tone, texture and finish that make every product unique. It is a beautiful choice for customers looking for authentic Mauritian craftsmanship, meaningful gifts, traditional pieces and elegant décor.

Specifications:
- Category: Clay Wind Chime
- Material: Natural clay
- Colour/finish: Natural earthy clay tone
- Reference code: 10323
- Approximate size: Approximate size shown in product image
- Price: Rs 750
- Origin: Ram Pottery Mauritius
- Care: Handle with care; wipe gently with a soft cloth; avoid sudden impact or harsh cleaning chemicals.",Clay Window Toran Ref 10323 | Handmade Pottery Mauritius,"Buy Clay Window Toran Ref 10323 from Ram Pottery Mauritius. Handmade natural clay for clay wind chime, décor, gifting and traditional use. Ref 10323. Rs 750.",Clay Window Toran Ref 10323 - Clay Wind Chime handmade by Ram Pottery Mauritius,clay-window-toran-ref-10323-rs-750.webp,C:\Dev\ram-potteey-ecom\public\product-images-optimized\clay-window-toran-ref-10323-rs-750.webp,1000,TRUE,TRUE,Natural clay,Natural earthy clay tone,Category: Clay Wind Chime | Material: Natural clay | Colour/finish: Natural earthy clay tone | Reference: 10323 | Size: Approximate size shown in product image | Stock: 1000
C:\Dev\ram-potteey-ecom\public\product-images-optimized\clay-diya-big-size-ref-202-rs-45-h5cm-d13cm.webp,C:\Dev\ram-potteey-ecom\public\product-images-optimized,clay-diya-big-size-ref-202-rs-45-h5cm-d13cm.webp,Earthen Clay Lamp,Earthen Clay Lamp,Clay Diya Big Size Ref 202,clay-diya-big-size-ref-202,45,57,Best Deal,202,5,,"Handcrafted natural clay piece from Ram Pottery Mauritius, ideal for pooja, festivals, gifting, mandir décor and spiritual spaces.","Clay Diya Big Size Ref 202 is a handcrafted pooja and festive item from Ram Pottery Mauritius, suitable for prayers, ceremonies, celebrations and meaningful gifting.

This piece is ideal for pooja, festivals, gifting, mandir décor and spiritual spaces. Each item carries the natural charm of handmade pottery, with small variations in tone, texture and finish that make every product unique. It is a beautiful choice for customers looking for authentic Mauritian craftsmanship, meaningful gifts, traditional pieces and elegant décor.

Specifications:
- Category: Earthen Clay Lamp
- Material: Natural clay
- Colour/finish: Natural earthy clay tone
- Reference code: 202
- Approximate size: H 5 cm
- Price: Rs 45
- Origin: Ram Pottery Mauritius
- Care: Handle with care; wipe gently with a soft cloth; avoid sudden impact or harsh cleaning chemicals.",Clay Diya Big Size Ref 202 | Handmade Pottery Mauritius,"Buy Clay Diya Big Size Ref 202 from Ram Pottery Mauritius. Handmade natural clay for earthen clay lamp, décor, gifting and traditional use. Ref 202. Rs 45.",Clay Diya Big Size Ref 202 - Earthen Clay Lamp handmade by Ram Pottery Mauritius,clay-diya-big-size-ref-202-rs-45-h5cm-d13cm.webp,C:\Dev\ram-potteey-ecom\public\product-images-optimized\clay-diya-big-size-ref-202-rs-45-h5cm-d13cm.webp,1000,TRUE,TRUE,Natural clay,Natural earthy clay tone,Category: Earthen Clay Lamp | Material: Natural clay | Colour/finish: Natural earthy clay tone | Reference: 202 | Size: H 5 cm | Stock: 1000
C:\Dev\ram-potteey-ecom\public\product-images-optimized\clay-diya-4-corner-big-size-ref-44-rs-45-h5-w10cm.webp,C:\Dev\ram-potteey-ecom\public\product-images-optimized,clay-diya-4-corner-big-size-ref-44-rs-45-h5-w10cm.webp,Earthen Clay Lamp,Earthen Clay Lamp,Clay Diya 4 Corner Big Size Ref 44,clay-diya-4-corner-big-size-ref-44,45,57,Best Deal,44,5,10,"Handcrafted natural clay piece from Ram Pottery Mauritius, ideal for pooja, festivals, gifting, mandir décor and spiritual spaces.","Clay Diya 4 Corner Big Size Ref 44 is a handcrafted pooja and festive item from Ram Pottery Mauritius, suitable for prayers, ceremonies, celebrations and meaningful gifting.

This piece is ideal for pooja, festivals, gifting, mandir décor and spiritual spaces. Each item carries the natural charm of handmade pottery, with small variations in tone, texture and finish that make every product unique. It is a beautiful choice for customers looking for authentic Mauritian craftsmanship, meaningful gifts, traditional pieces and elegant décor.

Specifications:
- Category: Earthen Clay Lamp
- Material: Natural clay
- Colour/finish: Natural earthy clay tone
- Reference code: 44
- Approximate size: H 5 cm × W/D 10 cm
- Price: Rs 45
- Origin: Ram Pottery Mauritius
- Care: Handle with care; wipe gently with a soft cloth; avoid sudden impact or harsh cleaning chemicals.",Clay Diya 4 Corner Big Size Ref 44 | Handmade Pottery Mauritius,"Buy Clay Diya 4 Corner Big Size Ref 44 from Ram Pottery Mauritius. Handmade natural clay for earthen clay lamp, décor, gifting and traditional use. Ref 44. Rs 45.",Clay Diya 4 Corner Big Size Ref 44 - Earthen Clay Lamp handmade by Ram Pottery Mauritius,clay-diya-4-corner-big-size-ref-44-rs-45-h5-w10cm.webp,C:\Dev\ram-potteey-ecom\public\product-images-optimized\clay-diya-4-corner-big-size-ref-44-rs-45-h5-w10cm.webp,1000,TRUE,TRUE,Natural clay,Natural earthy clay tone,Category: Earthen Clay Lamp | Material: Natural clay | Colour/finish: Natural earthy clay tone | Reference: 44 | Size: H 5 cm × W/D 10 cm | Stock: 1000
C:\Dev\ram-potteey-ecom\public\product-images-optimized\clay-diya-4-corner-small-size-ref-33-rs-25-w7cm-h3cm.webp,C:\Dev\ram-potteey-ecom\public\product-images-optimized,clay-diya-4-corner-small-size-ref-33-rs-25-w7cm-h3cm.webp,Earthen Clay Lamp,Earthen Clay Lamp,Clay Diya 4 Corner Small Size Ref 33,clay-diya-4-corner-small-size-ref-33,25,32,Best Deal,33,3,7,"Handcrafted natural clay piece from Ram Pottery Mauritius, ideal for pooja, festivals, gifting, mandir décor and spiritual spaces.","Clay Diya 4 Corner Small Size Ref 33 is a handcrafted pooja and festive item from Ram Pottery Mauritius, suitable for prayers, ceremonies, celebrations and meaningful gifting.

This piece is ideal for pooja, festivals, gifting, mandir décor and spiritual spaces. Each item carries the natural charm of handmade pottery, with small variations in tone, texture and finish that make every product unique. It is a beautiful choice for customers looking for authentic Mauritian craftsmanship, meaningful gifts, traditional pieces and elegant décor.

Specifications:
- Category: Earthen Clay Lamp
- Material: Natural clay
- Colour/finish: Natural earthy clay tone
- Reference code: 33
- Approximate size: H 3 cm × W/D 7 cm
- Price: Rs 25
- Origin: Ram Pottery Mauritius
- Care: Handle with care; wipe gently with a soft cloth; avoid sudden impact or harsh cleaning chemicals.",Clay Diya 4 Corner Small Size Ref 33 | Handmade Pottery Mauritius,"Buy Clay Diya 4 Corner Small Size Ref 33 from Ram Pottery Mauritius. Handmade natural clay for earthen clay lamp, décor, gifting and traditional use. Ref 33. Rs 25.",Clay Diya 4 Corner Small Size Ref 33 - Earthen Clay Lamp handmade by Ram Pottery Mauritius,clay-diya-4-corner-small-size-ref-33-rs-25-w7cm-h3cm.webp,C:\Dev\ram-potteey-ecom\public\product-images-optimized\clay-diya-4-corner-small-size-ref-33-rs-25-w7cm-h3cm.webp,1000,TRUE,TRUE,Natural clay,Natural earthy clay tone,Category: Earthen Clay Lamp | Material: Natural clay | Colour/finish: Natural earthy clay tone | Reference: 33 | Size: H 3 cm × W/D 7 cm | Stock: 1000
C:\Dev\ram-potteey-ecom\public\product-images-optimized\clay-diya-big-size-ref-32-rs-45-d11cm-h-4-5cm.webp,C:\Dev\ram-potteey-ecom\public\product-images-optimized,clay-diya-big-size-ref-32-rs-45-d11cm-h-4-5cm.webp,Earthen Clay Lamp,Earthen Clay Lamp,Clay Diya Big Size Ref 32,clay-diya-big-size-ref-32,45,57,Best Deal,32,4.5,,"Handcrafted natural clay piece from Ram Pottery Mauritius, ideal for pooja, festivals, gifting, mandir décor and spiritual spaces.","Clay Diya Big Size Ref 32 is a handcrafted pooja and festive item from Ram Pottery Mauritius, suitable for prayers, ceremonies, celebrations and meaningful gifting.

This piece is ideal for pooja, festivals, gifting, mandir décor and spiritual spaces. Each item carries the natural charm of handmade pottery, with small variations in tone, texture and finish that make every product unique. It is a beautiful choice for customers looking for authentic Mauritian craftsmanship, meaningful gifts, traditional pieces and elegant décor.

Specifications:
- Category: Earthen Clay Lamp
- Material: Natural clay
- Colour/finish: Natural earthy clay tone
- Reference code: 32
- Approximate size: H 4.5 cm
- Price: Rs 45
- Origin: Ram Pottery Mauritius
- Care: Handle with care; wipe gently with a soft cloth; avoid sudden impact or harsh cleaning chemicals.",Clay Diya Big Size Ref 32 | Handmade Pottery Mauritius,"Buy Clay Diya Big Size Ref 32 from Ram Pottery Mauritius. Handmade natural clay for earthen clay lamp, décor, gifting and traditional use. Ref 32. Rs 45.",Clay Diya Big Size Ref 32 - Earthen Clay Lamp handmade by Ram Pottery Mauritius,clay-diya-big-size-ref-32-rs-45-d11cm-h-4-5cm.webp,C:\Dev\ram-potteey-ecom\public\product-images-optimized\clay-diya-big-size-ref-32-rs-45-d11cm-h-4-5cm.webp,1000,TRUE,TRUE,Natural clay,Natural earthy clay tone,Category: Earthen Clay Lamp | Material: Natural clay | Colour/finish: Natural earthy clay tone | Reference: 32 | Size: H 4.5 cm | Stock: 1000
C:\Dev\ram-potteey-ecom\public\product-images-optimized\clay-diya-local-ref-04-rs4-h4cm-d-6cm.webp,C:\Dev\ram-potteey-ecom\public\product-images-optimized,clay-diya-local-ref-04-rs4-h4cm-d-6cm.webp,Earthen Clay Lamp,Earthen Clay Lamp,Clay Diya Local Ref 04,clay-diya-local-ref-04,4,5,Best Deal,4,4,,"Handcrafted natural clay piece from Ram Pottery Mauritius, ideal for pooja, festivals, gifting, mandir décor and spiritual spaces.","Clay Diya Local Ref 04 is a handcrafted pooja and festive item from Ram Pottery Mauritius, suitable for prayers, ceremonies, celebrations and meaningful gifting.

This piece is ideal for pooja, festivals, gifting, mandir décor and spiritual spaces. Each item carries the natural charm of handmade pottery, with small variations in tone, texture and finish that make every product unique. It is a beautiful choice for customers looking for authentic Mauritian craftsmanship, meaningful gifts, traditional pieces and elegant décor.

Specifications:
- Category: Earthen Clay Lamp
- Material: Natural clay
- Colour/finish: Natural earthy clay tone
- Reference code: 04
- Approximate size: H 4 cm
- Price: Rs 4
- Origin: Ram Pottery Mauritius
- Care: Handle with care; wipe gently with a soft cloth; avoid sudden impact or harsh cleaning chemicals.",Clay Diya Local Ref 04 | Handmade Pottery Mauritius,"Buy Clay Diya Local Ref 04 from Ram Pottery Mauritius. Handmade natural clay for earthen clay lamp, décor, gifting and traditional use. Ref 04. Rs 4.",Clay Diya Local Ref 04 - Earthen Clay Lamp handmade by Ram Pottery Mauritius,clay-diya-local-ref-04-rs4-h4cm-d-6cm.webp,C:\Dev\ram-potteey-ecom\public\product-images-optimized\clay-diya-local-ref-04-rs4-h4cm-d-6cm.webp,1000,TRUE,TRUE,Natural clay,Natural earthy clay tone,Category: Earthen Clay Lamp | Material: Natural clay | Colour/finish: Natural earthy clay tone | Reference: 04 | Size: H 4 cm | Stock: 1000
C:\Dev\ram-potteey-ecom\public\product-images-optimized\clay-diya-local-medium-size-ref-108-rs-35-h5cm-w11cm.webp,C:\Dev\ram-potteey-ecom\public\product-images-optimized,clay-diya-local-medium-size-ref-108-rs-35-h5cm-w11cm.webp,Earthen Clay Lamp,Earthen Clay Lamp,Clay Diya Local Medium Size Ref 108,clay-diya-local-medium-size-ref-108,35,44,Best Deal,108,5,11,"Handcrafted natural clay piece from Ram Pottery Mauritius, ideal for pooja, festivals, gifting, mandir décor and spiritual spaces.","Clay Diya Local Medium Size Ref 108 is a handcrafted pooja and festive item from Ram Pottery Mauritius, suitable for prayers, ceremonies, celebrations and meaningful gifting.

This piece is ideal for pooja, festivals, gifting, mandir décor and spiritual spaces. Each item carries the natural charm of handmade pottery, with small variations in tone, texture and finish that make every product unique. It is a beautiful choice for customers looking for authentic Mauritian craftsmanship, meaningful gifts, traditional pieces and elegant décor.

Specifications:
- Category: Earthen Clay Lamp
- Material: Natural clay
- Colour/finish: Natural earthy clay tone
- Reference code: 108
- Approximate size: H 5 cm × W/D 11 cm
- Price: Rs 35
- Origin: Ram Pottery Mauritius
- Care: Handle with care; wipe gently with a soft cloth; avoid sudden impact or harsh cleaning chemicals.",Clay Diya Local Medium Size Ref 108 | Handmade Pottery Mauritius,"Buy Clay Diya Local Medium Size Ref 108 from Ram Pottery Mauritius. Handmade natural clay for earthen clay lamp, décor, gifting and traditional use. Ref 108. Rs 35.",Clay Diya Local Medium Size Ref 108 - Earthen Clay Lamp handmade by Ram Pottery Mauritius,clay-diya-local-medium-size-ref-108-rs-35-h5cm-w11cm.webp,C:\Dev\ram-potteey-ecom\public\product-images-optimized\clay-diya-local-medium-size-ref-108-rs-35-h5cm-w11cm.webp,1000,TRUE,TRUE,Natural clay,Natural earthy clay tone,Category: Earthen Clay Lamp | Material: Natural clay | Colour/finish: Natural earthy clay tone | Reference: 108 | Size: H 5 cm × W/D 11 cm | Stock: 1000
C:\Dev\ram-potteey-ecom\public\product-images-optimized\clay-diya-local-ref-01-rs-3-h3cm-w4cm.webp,C:\Dev\ram-potteey-ecom\public\product-images-optimized,clay-diya-local-ref-01-rs-3-h3cm-w4cm.webp,Earthen Clay Lamp,Earthen Clay Lamp,Clay Diya Local Ref 01,clay-diya-local-ref-01,3,4,Best Deal,1,3,4,"Handcrafted natural clay piece from Ram Pottery Mauritius, ideal for pooja, festivals, gifting, mandir décor and spiritual spaces.","Clay Diya Local Ref 01 is a handcrafted pooja and festive item from Ram Pottery Mauritius, suitable for prayers, ceremonies, celebrations and meaningful gifting.

This piece is ideal for pooja, festivals, gifting, mandir décor and spiritual spaces. Each item carries the natural charm of handmade pottery, with small variations in tone, texture and finish that make every product unique. It is a beautiful choice for customers looking for authentic Mauritian craftsmanship, meaningful gifts, traditional pieces and elegant décor.

Specifications:
- Category: Earthen Clay Lamp
- Material: Natural clay
- Colour/finish: Natural earthy clay tone
- Reference code: 01
- Approximate size: H 3 cm × W/D 4 cm
- Price: Rs 3
- Origin: Ram Pottery Mauritius
- Care: Handle with care; wipe gently with a soft cloth; avoid sudden impact or harsh cleaning chemicals.",Clay Diya Local Ref 01 | Handmade Pottery Mauritius,"Buy Clay Diya Local Ref 01 from Ram Pottery Mauritius. Handmade natural clay for earthen clay lamp, décor, gifting and traditional use. Ref 01. Rs 3.",Clay Diya Local Ref 01 - Earthen Clay Lamp handmade by Ram Pottery Mauritius,clay-diya-local-ref-01-rs-3-h3cm-w4cm.webp,C:\Dev\ram-potteey-ecom\public\product-images-optimized\clay-diya-local-ref-01-rs-3-h3cm-w4cm.webp,1000,TRUE,TRUE,Natural clay,Natural earthy clay tone,Category: Earthen Clay Lamp | Material: Natural clay | Colour/finish: Natural earthy clay tone | Reference: 01 | Size: H 3 cm × W/D 4 cm | Stock: 1000
C:\Dev\ram-potteey-ecom\public\product-images-optimized\clay-diya-ref-17-rs-8-h4cm-d7cm.webp,C:\Dev\ram-potteey-ecom\public\product-images-optimized,clay-diya-ref-17-rs-8-h4cm-d7cm.webp,Earthen Clay Lamp,Earthen Clay Lamp,Clay Diya Ref 17,clay-diya-ref-17,8,10,Best Deal,17,4,,"Handcrafted natural clay piece from Ram Pottery Mauritius, ideal for pooja, festivals, gifting, mandir décor and spiritual spaces.","Clay Diya Ref 17 is a handcrafted pooja and festive item from Ram Pottery Mauritius, suitable for prayers, ceremonies, celebrations and meaningful gifting.

This piece is ideal for pooja, festivals, gifting, mandir décor and spiritual spaces. Each item carries the natural charm of handmade pottery, with small variations in tone, texture and finish that make every product unique. It is a beautiful choice for customers looking for authentic Mauritian craftsmanship, meaningful gifts, traditional pieces and elegant décor.

Specifications:
- Category: Earthen Clay Lamp
- Material: Natural clay
- Colour/finish: Natural earthy clay tone
- Reference code: 17
- Approximate size: H 4 cm
- Price: Rs 8
- Origin: Ram Pottery Mauritius
- Care: Handle with care; wipe gently with a soft cloth; avoid sudden impact or harsh cleaning chemicals.",Clay Diya Ref 17 | Handmade Pottery Mauritius,"Buy Clay Diya Ref 17 from Ram Pottery Mauritius. Handmade natural clay for earthen clay lamp, décor, gifting and traditional use. Ref 17. Rs 8.",Clay Diya Ref 17 - Earthen Clay Lamp handmade by Ram Pottery Mauritius,clay-diya-ref-17-rs-8-h4cm-d7cm.webp,C:\Dev\ram-potteey-ecom\public\product-images-optimized\clay-diya-ref-17-rs-8-h4cm-d7cm.webp,1000,TRUE,TRUE,Natural clay,Natural earthy clay tone,Category: Earthen Clay Lamp | Material: Natural clay | Colour/finish: Natural earthy clay tone | Reference: 17 | Size: H 4 cm | Stock: 1000
